label,review
0,#北京美食地图# 天气傲娇明媚，去吃 南锣 @3A07杯子蛋糕-逆爱 的甜品。原本以为是个小门帘，没想到上楼梯后别有洞天。布置温馨的小画面如同回到家的感觉。芒果乳酪和抹茶口味的我比较喜欢，还有各种口味马卡龙。地址：北京市东城区鼓楼东大街南锣鼓巷16-2。[泪]（之前发错到朋友圈重新骚扰一遍）
0,[泪]又要十年时间重建了
0,百度谷歌两大搜索引擎巨头都在其他商业模式探索中频频碰壁。看来最靠谱法子的还是用他们的资本优势收购快速成长的企业。//@木匠Bryan:? //@iceskysl_姚尚朗:[衰]//@小灵仙er: [衰] //@宋晨枫:CEO还能辞职啊？这种没有主人的干法这是不靠谱。//@mingsheng1: 百度最近几年新项目不太顺啊 //@布布徐:无
1,"回复@上海陈子善:子善老?, ?座3小?, 到快11?才完, 只能???交, 我下周到上海, 到??[嘻嘻] //@上海陈子善:林兄，昨晚未及晤面，后会有期。"
1,美食行为艺术[嘻嘻]
0,这是一位家长at我的信件，希望不是真的，否则这个老师太特么可恨了[抓狂]
0,接吻的那一刻，贤菲已经完结。美嘉死去的那一刻，乔嘉已经完结#美嘉子乔在一起# 。关谷求婚的那一刻，关悠已经完美。宛瑜穿上婚纱的那一刻，博瑜已经完结。张伟永远这么?丝也是快乐。人生最美好便是好朋友在身边，爱的人住对面... ...[泪]你期待爱5吗？
0,八几句，离了就算是断了，断了就算是散了，散了就算是了了。既然不是在文艺圈发展，亲朋好友明白怎么回事就可以，确实没必要抖露这么详细，因爱转恨，女人放不下！ //@互联网信徒王冠雄:这贴明明是赞美女性批评男人，却被一帮愤怒的女人骂的满头包……[泪]
1,中午和同时出去，买了些花花草草回来，桌上一下春意盎然，感觉好好，包围在里面，像在丛林里上班[爱你][爱你][爱你]
0,连睡姿都一样呢[哈哈]//@抹茶冰块: 这娘俩长的真像，连尾巴都一样@小予CAT @边边小猫 //@吴梦庵: [心]//@睡萌萌:我上课时这样就该被粉笔头砍了，猫就没事，还被赞卖萌，没天理啊[泪] //
0,刚才又接到通知，明天又不手术了。。。再等通知。。。[衰]
0,//@Step3n:呵呵//@美国客:后面更有趣，韩国记者问他：希拉里和哈格尔说美日安保条约适用钓鱼岛，那美韩盟约是否适用独岛？他问：你说什么岛？我没听清楚。韩国记者重复问题，他说：哦，这个问题我前面回答过了。[晕]其实前面没答，他只说同意希拉里和哈格尔所说。不知是真糊涂，还是揣着明白装糊涂？[
0,你就为了这――退群了[晕][偷笑]
0,窗外好大的惊雷[闪电] 。这几天时而40度艳阳高照[阳光] ，时而雷声阵阵雨纷纷[下雨] 。反正感觉就是闷，长沙你怎么了？[晕]
0,刚才把脸撞门框上了就是犯太岁的前兆吗[怒骂]
1,早早就有线上通讯员送来祝福！！[鼓掌][鼓掌][赞][赞][心][爱你][爱你]要送祝福的赶紧哦！！
0,祝老人家生日快乐 //@满座王珂:感动[泪]  //@798马建宇:祝老人家健康长寿，祝你们小两口新婚幸福，早生贵子[赞]
0,尽做劳民伤财表面文章[怒骂] //@降临了:用筹来资金为当地建设学校、医院、养老院、托儿所吧，造福人民吧。恢复古城就是劳民伤财，滋生贪官污吏的无用工程！老百姓还没富裕还没有条件没心情穿越回到那个想象中的古代呢！官太爷们啊，人在做天在看啊！停止胡来吧，求求你们了！[委屈][抓狂][可怜][晕]
1,@JEFFCHEN在台湾 老师在沙巴抓拍的这张我，很喜欢哦[鼓掌] @单车旅行的肥猫 @阮导 @喵小咭 @网际飞侠
0,绚烂夏秋静美??花开荼蘼心余伤[悲伤][悲伤]
0,回复@l_an_cy:[心]多谢好妹妹，你是第一个买我东西的顾客，爱死你啦！ //@l_an_cy:我伤心了，你竟然不@ 我[泪] //@张羽Jerry:回复@小侨啊:[bm可爱]喜欢的话，我可以给你们最低的友情价哦 //@小侨啊:收藏啦~虽说衣服没有适合我的吧，但是有几双鞋子还是不错的~~吼吼~~
0,是啊抢修师傅让我们在四环调头走了 //@不吐槽的好少年:确实是我家楼下桥上，半天车就没动过//@鸡丁无赖男: //@Fiona布: [泪]看来我今天回不了家了
1,[赞]//@悠贝亲子图书馆: 期待期待[太开心]
0,查查是不是奥的斯吧。 //@张婷Ethel:[衰]好可怕 //@于0玲: [吃惊]，我还水深火热的活着是多么幸运 //@angelqian1130: 是要逼姐练轻功吗[躁狂症] //@雾卡: @syllable_sina //@小吴学长:好恐怖@丫丫yayafighting56
0,我登不上旺信[泪]
0,一盒面巾纸快被我用完了。。。[衰]
1,//@重口味是怎样炼成的:尼玛人才啊[哈哈]
1,领导的名字就是与众不同，要不怎么当领导呢！[哈哈][嘻嘻][哈哈][嘻嘻][哈哈][嘻嘻]
0,[衰]要喝西北风来~
1,Chill cool 的完美演绎[哈哈][哈哈] //@杨淇羽:摩登运动感又不失性感，High Fashion！
0,[泪]//@不淡定??: [泪]//@Rilber_Li: 转发微博
1,//@永远的协和://@301211zh://@未来--希望: 最右[哈哈]//@袁莉wsj: 哈哈。 //@罗昌平: 右边太坏＞＞ //@朝日新闻社官方微博:被比如的可以转么？
0,[泪] 可你真姓东
0,如何完成我的10万？[泪]
1,水城的初春特?美好，下榻的best western 房?古老?精?，生怕碰??面的玻璃?具[嘻嘻]
1,[鼓掌]澳洲好声音，第一场。你为谁转身？ //@张艳京-美熙:@张晓鹏jonathan
1,岘港的第一抹日出 [哈哈] #美丽岘港，春天有约# @岘港假期 http://t.cn/zWwgUr9
1,千里迢迢而来的英伦下午茶全套装备安全抵达，真是美翻了！[爱你][爱你]感谢两位仗义的小伙伴@pia索索 @大明宝damingbao
1,回复@Chris-Zizz:你好油菜花啊！[哈哈] //@Chris-Zizz:让马克西姆来看看什么叫野蜂飞舞。
1,【免费大餐倒计食?6】为了祝贺《美食导报》创刊28周年，我们邀请广大读者免费品尝广州28家特色餐厅的大餐，只要你@3位好友，就有机会入围。饭局六：有米气无骨鱼粥水火锅。想品尝左滩鲩鱼鱼生吗？@peng树挺 @人看眼猫 @天月食客 开饭时间：2013年3月1日（本周五）中午12时。地点：海珠区宝岗大道[嘻嘻]
1,参加美食地图干嘛。。给你介绍一地方@畅春园食街 吃货们的天堂啊[哈哈]
0,已经把这个相册看了好几遍了[泪]http://t.cn/zOADpbw
1,@晖仔辰爸 明天去哇 //@花落无声的微笑:@香小囡 @noname_lzq @还没来小姐   去试试  //@迷恋红尘的猪: 我今天晚上先去试试。 //@521-_-:  @迷恋红尘的猪 团长，请带团员去[嘻嘻]
1,看着不错，网上会有直播么？这会演出哪段呀 //@郭德纲:活佛也疯狂[哈哈]
0,那好吧，上帝，给我一条鱼吧//@婧-默: [泪]还是求条鱼比较容易 //@第一百姓小丫:上帝，给我放个假吧@爱恋土豆@大丫第一百姓@黑色曼陀?世界@脚步去修行@婧-默@三丫第一百姓@菜自成畦
0,流氓！ //@果粒橙_cyx: 真流氓[怒]
1,今晚相约这里是新疆，万圣狂欢夜……@张伟峰_ 好兄弟生日快乐！[礼物] [蛋糕][干杯]@安明亮 哥今晚将继续与我合作演唱扎巴依的春天……敬请光临现场聆听……[嘻嘻]
0,[泪]感谢姊妹兄弟们、一起走到这条艰难而紧迫的路上。 //@家有小熊8728:转发微博
1,#晨起趣事#帅哥集体裸，乐坏了路边的花痴妹[哈哈]@博斐秀禾 @天秀汇乐蛙蛙 @叶江海_ @不二小姐yqw @追求简单的幸福生活 @云中飞花拳秀腿 @wang?坤  http://t.cn/zltllYW
0,"昨天上瑜伽课遭到老师批评。我辩解说最近太忙，又出差。他说出差也可以在酒店房间里练习！关键还是没把它提到第一位。我无语。想到多年前一位老板常说的话""If you view it a priority, youll make time for it""。下次如有人告诉你没时间见面或为你做某事，那是因为你在他们心目中不够重要。[失望]"
1,[嘻嘻]看俺们行摄的影子
0,这样的天气洗个澡都需要勇气呀，那些住厂区的童鞋，对你们羡慕嫉妒恨呀，空调一夏天没用，现在派上用场了。 //@女巫Nicole:啊啊？[吃惊] 我以为就下了阵雨呢// @果粒橙_cyx :是滴，这是神马天气，中午还阳光明媚，下午突然变脸，明天零下5度，冷屎了[抓狂]
0,鱿鱼！！鱿鱼！！管它铁板的，碳烤的，现在只想吃鱿鱼！！带着浓浓孜然味儿的鱿鱼！！！带着喷香麻辣味儿的鱿鱼~[抓狂]好想吃！！！！！[衰]PS：谁能告诉小编，怎么区分鱿鱼、墨鱼、乌贼.......一堆名字都长着很多须子很多腿的？总是搞不懂哦[可怜]
1,@?氏?? 到目前为止咱们父女间最有爱的时段：拍嗝时间段[嘻嘻]@??兔拉拉 妈妈好羡慕。
0,这个社会是疯了吗，为什么连最起码的同情心和尊重都没有！ //@角度女王: 还有良心嘛！！！！！！[怒] [怒] [怒]围观的还是人吗？？？？ //@Klien：河南人是做的出这种事情的！[怒] //@ALF雷德：河南人。。。可以的。。。//@YumikoW：这个国度还有良知吗[怒][怒][怒]
1,[哈哈] //@小柴狼：转发微博。
0,听得我一身鸡皮疙瘩[抓狂][抓狂][抓狂][抓狂]
0,不看还好，越看越郁闷[泪]
0,今晚错过了期待已久的@明珠JJ 做的@管家的日子 的面面，只好来碗西门町的阿宗面线弥补遗憾[泪]@曰小姐 明年还能面否？
0,"【口头禅会暴露你的性格】1.""凭什么呀"":正直有点神经质.2.""不靠谱""：多疑、完美主义者。3.""我晕""：活泼坦诚,易意气用事.4.""好呀好呀"":性格爽朗，缺乏主见.4.""亲爱的""：多变，对人际关系敏锐.5.先听我说:自信心控制欲强，急躁.6.不信打赌：敢于冒险，但盲目乐观…你的口头禅是什么？[晕]@马骥远@徐秋果"
0,下周接你回家[泪] 我在这里:http://t.cn/zHsijrm
1,[酷]不但下次来带上筷子会有惊喜！[偷笑]平时也要利用起来，为环保做贡献哦~[嘻嘻]最最重要的是，它随时会成为兑换惊喜的小信物哟！
1,特别不容易啊！昨天今天微博上都被AT爆了，现在才缓过神来回复，累了很长一段时间，今天开始准备好好休息下了，工作室到对外开放还需要一段时间，但是太多朋友们惦记着，所以昨天就举行了一个内部试营业的品鉴活动，产品只花了两天多时间做出来，确实有点粗糙，大家见谅啊！真心希望能有所成！[哈哈]
0,化悲愤于食量！开吃！[怒]
1,春晚终于落幕了，很开心！向被我欺负了三个月的潘哥道歉，你不是小陀螺，是小烟头，怪不得我这么想灭你！[哈哈]@潘长江
0,真中啦？！[抓狂]//@夏雷磊同学: 好开心，中奖了！等待我的笔记本，快快飞来我的身边！哈哈哈～//@戴尔中国: #D43云中世界#大奖获得者公布，恭喜@夏雷磊同学 在活动中获得大奖，您将获得戴尔送出的灵越14R锋型版笔记本！感谢网友对@戴尔中国 的关注与支持！欢迎参加#XPS13罗夏测试#活动
0,[爱心传递]//@天使妈妈艾妈:[泪]感恩所有大爱支持让口在短短10天筹齐，这些是我一直不敢想象的结果，我真的除了感谢不知道用什么来表达心底的那份感动和感恩！是你们一路爱的相伴和支持让孩子有了重生的希望，是爱改变了一切，祈福好人一生平安，福报！
1,@刘洋-新媒体 [嘻嘻]//@京东手机通讯:#寻人启事# 请大家帮忙转发[爱心传递]
1,[偷笑]//@当时我就震惊了: [哈哈]
1,哇卡卡...大批＂军火＂已到达...谁谁谁的快来认领...[嘻嘻][嘻嘻][嘻嘻][汗][太开心][太开心][太开心]
0,终于能来市区上班了 红旗路与鞍山西道求合租[泪][泪]
1,[话筒]它存在~你深深的脑海里~你的梦里~你的心里~你的歌声里~~[哈哈]
1,【一个人旅行的拍照攻略】猫力molly的拍照实用技术贴又来啦！没有同伴和摄影师，也能拍出超美的照片~一起跟超会拍照的猫力molly学四大诀窍吧！[太开心]http://t.cn/8FzhYs6
1,回复@无腿的小鸟有大脚:嘿嘿  就是要馋你[太开心] //@无腿的小鸟有大脚:你必须给我做一次！不带天天在网上馋人的！[右哼哼]
1,一会儿就去吃个@香芋派 支持一下[哈哈]
1,[嘻嘻] [嘻嘻] ，哈哈哈！我喜欢！
1,产品经理的形象太生动了。[抱抱]
0,那就关注@龙腾精英超级模特大赛 的微博吧~咱们微博上看比赛[嘻嘻]//@Im晓粉: 我 2号回杭州咯就[泪] //@贝贝9603:11月3号来看我们的大赛啊！
0,[鄙视] //@钱环宇: 还不倒 ？ //@谷玉恒: 不长记性，这个牌子的牛奶白给不喝！//@薇C的:[吃惊][怒骂][吐] //@carolyn-ht:[吐]真够悲催的
0,洋芋怎么是张单人票[晕]//@嘴嘴香:哈哈哈，你太懂整鸟。
1,也不早说，非等我开始做饭了叫我//@马蚤扌尤:[哈哈]想吃呢，就跟着淡爷来了。。。//@callina涓:[嘻嘻]被她忽悠去的吧
0,我的生日小熊和英文名字小熊居然撞衫了！[泪]
1,[可怜][可怜][可怜]有酒拿。。。各位赶紧的，找鸡蛋拍照@红酒-陈柏龙 ！！！今天终于有事情可以做了。。。[嘻嘻][嘻嘻]//@红酒-陈柏龙: 今天是农历节气中的春分，北半球昼夜一致的日子，民间有竖鸡蛋的传统[思考]还没试过，如有成功竖蛋请将图AT我，有酒相送[哈哈]各位早安[阳光]
1,[嘻嘻][嘻嘻][嘻嘻] //@坏叫叫:呆瓜！拼命给别人挣钱还不如给自己时间去旅行去吃好吃的！
1,是美女们太惹火，让你着火了吧。。。[嘻嘻]//@秋lee_李国民: 真火阿！
1,#寻美厦门#胡里山炮台不仅有一门载入吉尼斯纪录的克虏伯大炮，而且有4D影院、幻影成像剧场，还有红夷大炮演放操演，观赏性大大增强，要表扬一下[嘻嘻]@新鲜旅厦门 @厦门胡里山炮台
0,[泪]不求长生不老，只求睡个安稳觉～//@angelmm213: @疯鸦Alvin @奥黛丽-东冬 @双鱼遇上水瓶 [偷笑][偷笑]
0,刚刚洗澡突然停电，于是早上听的鬼故事情节刷刷的都蹦了出来！[衰]亏得有老爸买的这应急灯，话说这造型还真复古，貌似在恐怖片里也经常出现吧，我完了我......[抓狂][汗][黑线]
1,看到@吴法天 跟人约架！觉得比@方舟子 能耐大了去了！最起码吴老师能直面他人！方舟子只能缩在壳里！就会在网上叫嚣！真想狠狠的鄙视你！[哈哈][哈哈]
0,收藏 //@俺叫老鬼:回复@墨守冥?:唉，真是烧钱哟！[晕] //@墨守冥?:回复@俺叫老鬼:?像本?就?.一百五?是入?的.要像真人出?在眼前.??更?.他是有?人?念他珍惜又消失的生命而?做的回?品.我看??次.一次是我朋友做的??奇?犬?像.一次是一位小朋友?像.因?年?小就猝死.所以父母去定做的
1,@Imlina @哈哈兔儿 [鼓掌]
0,//@奥迪锦龙城市展厅:抓紧最后的时间报名啦！[抓狂]//@奥迪锦龙城市展厅:考考您：最熟悉李宗盛的哪一首作品？[lt羞]
1,我们又来了[嘻嘻]@小尤爸爸
0,都说想让某人不痛快就给他小鞋穿，这穿小鞋的滋味真不好受啊！[泪]光棍节是在网上买了双单皮鞋，就是平时穿的码，今儿看天暖取出来穿穿新鞋，结果傍晚快下班的时候咱这小脚疼得不敢走路了，最后喊老公开车来接的。老公还批了咱一通：再让你臭美！[泪]
0,回复@netkeeper:米国貌似只有小电器比天朝贵。[哼] //@netkeeper:才五十块RMB呀[泪]
0,[衰]..........
1,谁去谁知道[哈哈][吃惊][嘘]
1,搬家公司车拉的多，实在。//@薛欣:搬家公司的车? 哟，我一直以为是玛莎拉蒂哩，哈哈[嘻嘻][哈哈][围观][围观][围观][围观]  @精于心-美于形 @乱弹琴视野 @大鹏背包走天下 @Vihike
0,[衰] //@谢伟老师:这话绝对了，有钱的不一定都没悟道，只称悟道的并不一定都悟道了。如果悟道了，根本没有兴致来讨论这些俗事。看来大师心已染尘埃
0,在帝都喷雾的忙得都聚不上，甭提南下晒太阳了。群里多发花城小酒小菜啊~~~ 唯此慰我心。//@judyg的遐想: [泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪]没假，只能被迫吸毒！
0,[抓狂]//@tembo: 尼玛尼玛这这这。。。[bed凌乱][bed凌乱][bed凌乱]
0,＂我的爱有多深，我的牵挂和不舍便有多长。＂--前两天见到＜三毛真相＞作者马中欣，他说＂三毛的死纯属是个意外＂[泪]
0,一路走好！ //@相声演员康松广:[悲伤]哀悼德艺双馨的相声艺术家――白英杰先生。//@演员牟洋: 惊悉白先生逝世，吾辈沉痛哀悼！愿老人家一路走好！[蜡烛][蜡烛][蜡烛]//@相声演员王殿云: [蜡烛][蜡烛]
0,[泪] 讨厌死芒果台了?????啊啊啊啊  我们步步迷 等了好久好久好久了啊???为毛说挤就挤下去啦?????新还珠谁看谁脑残啊有木有~！！！！！！
1,不看一辈子后悔，看了后悔一辈子[哈哈]
1,海上升明月，天涯共此时！[满月] 但愿人长久，千里共婵娟！祝大家中秋节国庆节双节快乐，佳节好运多！[可爱]
0,我想问的是，为啥高考昨天才结束，作文内容就公开了捏？//@我用左脚拉小提琴: 除了最稍稍有点腐女风格，故事铺展得不错。//@常立志小姐立志了:[晕][晕] //@CC-桑澈://@Candy_璐璐:汗
1,感谢达人会~[哈哈] //@达人会:【1月24日#达人投稿#积分奖励】奖励@泡鱼儿 5个积分！//@湖北旅游: #行摄荆楚#正在渐渐消失的襄阳老街，以后这些老建筑会不会只能存在于老一代人的记忆里呢？博文和图片都很好，推荐大家点链接看~
0,防雨 防雷 防灾害 防鸡 防鸭 防传染 [泪][晕][晕] 什么好吃 吃点[汗]
0,推下！[怒骂]
0,[晕][晕]貌似还会影响生育！赶紧安吧！
1,@北京龙城华美达酒店 漂亮的圣诞小屋，还有我们帅气的礼宾司的同事们～[给力]咦――看他们的队形，我好像看到了手机信号[哈哈]
1,好国际化的翻译！这个可能只有重庆的朋友才看得懂吧[哈哈][哈哈][哈哈][哈哈]@人人爱重庆  @DJ徐艳  @DJ鳅鳅妹  @DJ陈弓  @Cosbe袁
0,看到半夜三点，外加infographic[抓狂] //@Chris-Zhao:个个赶着吃完上楼去看case study [哼] //@Crystal克丽丝朵:我们吃的是团队餐[偷笑]  //@Chris-Zhao: 我在香宫没吃过这个啊  //@克瑞思Chris:[泪]   //@昆哥Q:@Crystal克丽丝朵 @克瑞思Chris @Chris-Zhao 蜀国，香儿，懂吧。
1,[爱你] //@经典英文语录:太可耐了[bm可爱]
0,一样一样啊，这天气在家赖床多舒服啊[睡觉][睡觉]#失眠签到#春乏秋困，我好困[悲伤][悲伤]
0,离离原上草 一岁一枯荣 野火烧不尽 春风吹又生 哈哈！//@安武林: [泪]
1,恭喜啊[鼓掌] 可是?什麽要看“野史”呢[偷笑]//@凡荻-?舍: 我有点找到组织的感觉了@胡胡-杨倩  @??嘉-不?-?喜  //@摄影师张梦格:转发微博
0,#高级定制# V家5花手链...绿松石也有春天哦！哈哈哈...18k白金+绿松石！！！多么经典的颜色搭配啊！！[花心][抓狂][爱你]超级适合夏天的颜色...如在搭配一条18k白金+白贝母的话那真的太绝了...[鼓掌][鼓掌][鼓掌]喜欢的赶快哦...现货现货...???...
0,想想真是，依稀记得以前拆开时候总会折断一些[泪]
1,回复@北京西餐业协会:[哈哈][爱你][哈哈][爱你][哈哈][爱你] //@北京西餐业协会:幽默[哈哈]@董克平 @予馨北京 @熊丽电台 @许萌秘书长
0,我来啊这得//@时尚先生史强：臭不要脸 看人家比你高多少 //@冠-岩: 回复@王酊然:本是同根生，相煎何太急[泪] //@王酊然:回复@冠-岩:我多??啊，怎?可能不留?底?？
0,又冷又晕 又要病了[泪]
1,【北京Oyster Talks Pekin生蚝吧】他家的生蚝都是当天空运至店，后厨会“挑肥拣瘦”，只选最好的肥货。餐厅还有西班牙四年期的火腿、各种经典海鲜及扒类主菜，甜点更是独家特制，品尝后令人无比幸福～[爱你]
0,回复 @Mr_仇:[鼓掌][鼓掌]VV，球总休了你啦！ //@Mr_仇:跟他说我休了她，让她回娘家吧[怒] //@o兰毛毛o:昨天有人委婉的说我大了一号[泪][泪]  //@壳子里的小恶魔:乖…甭搭理他…他今儿喝了…[爱心传递][爱心传递]
1,"[爱你],优雅这个东西是真的学都学不来的"
1,回复@陈大咖:条毛西利[哈哈][哈哈][哈哈][哈哈][哈哈] //@陈大咖:哇你条毛抢晒镜
0,HE!!HE!![晕] HU!!HU!!!![衰]
0,今天脸上莫名其妙过敏很严重……[抓狂]
1,好有爱[爱你] //@蕊妞妞Lr:coming soon //@伤不起的经济学:创意家庭照！真的是太有爱了！[心]~~
0,俺也如此感觉，几次都有吵架的冲动。[泪]
1,@陆新之 @陆苏的落花流水 @曾子航 [哈哈][爱你]爱特三个好友即有中奖机会，从业十年从未中过自己出版的书。我这辈子看过的朋友，请为我祈祷吧
1,很准！[嘻嘻]
0,谢谢炳刚老师的支持[心]，有美食的地方就有了江湖哟[偷笑]//@小炳刚: 哇塞那么简单啊！[馋嘴][馋嘴]中国饮食博大精深，弄的我都想半路出家、、、、、、学厨师啦！[抓狂][抓狂][抓狂]
1,[哈哈] 美的很...都学成这了...不能把自己饿着...
1,2012年冬，一个人去台湾旅行，经台北、高雄、垦丁，除了吃美食和看南国风情，还带着一个学习台湾当代民艺的小心愿。回来@帘风 撺掇我再去一次，循着那些好看好玩的民艺再走一趟，写本不一样的旅游书。可惜工作紧张未能成行。时隔一年终于看到这本书出版，必须说我有一颗干妈热泪盈眶的心[哈哈]
1,//@滴滴戴:[握手][心][可爱] //@??知_道:[赞](箴31:10) 贤慧的妻子哪里去找！她的价值远胜过珠宝！(箴31:27) 她辛勤处理家务，不吃闲饭。
0,哈哈、太fashion了、//@王博Tracy：…[晕] //@ChezMaxim:2011 河南时装周tony ward 棕榈滩塑胶面料 @时尚街拍
0,谁知道是不是因为下雨啊！！！[右哼哼][右哼哼]//@我就是我-涛:我就迟到了那么一会！不是下雨吗因为！[呵呵][泪][泪]
1,太可爱啦！亲亲！还带了小铃铛！[哈哈]
0,妞，庆祝一下吧[太开心]//@董文lulu:真！的！么！[泪]激动泪奔啊！
1,百年好合 道喜道喜 //@张攀CR7: 恭喜恭喜~[good]//@王帅--小帅帅: 同喜同喜[哈哈] //@管新成:恭喜恭喜恭喜恭喜
0,不给力的德国啊... [泪][泪]
0,[蜡烛]//@怀念那抹忧伤:[蜡烛]//@吴顾问1970:[蜡烛]//@老友记Friend:安息[泪][蜡烛] //@曹峻Glacier2: 老杨，一路走好![泪]
1,带一份来北京吧[哈哈]//@殷翠韩:@吴晴Catherine 你就忍一天吧，老板说了隔夜后，味道更浓更好次！[偷笑]
0,红会给灾区发的是依云吗？//@wuyongwei: 赞最右，拿用数据说话！//@一毛不拔大师:啊哦[衰]//@今何在: //@绍兴鲁讯：请问一箱饮用水多少瓶？一箱农夫山泉２８瓶，零售价３６元一箱，批发市场２８元一箱，娃哈哈批发价２１元， １９００箱农夫山泉５３２００元，１９００箱娃哈哈３９９００元。
1,#2014年元宵节与情人节# 月圆之夜，传统元宵节将与代表浪漫爱情的西方情人节在2月14日“狭路相逢”，据说19年才会出现一次哦！[太开心]这一天，约上您的爱人，来国贸饭店共享浪漫双人套餐，更有精美礼品赠送哦！[礼物][爱你]
0,这个下午茶有意思 //@安妮莹莹:我下午盯版面，错过了！[泪] ，漂亮的饼干啊！
1,小佰公布自己的答案啦~我就是适应能力强的实际旅行败家老娘们儿！有没有跟我一样的！！！[嘻嘻]老娘们儿~
0,"爱失眠的朋友注意了,失眠睡不着不要再数绵羊了,欧美国家数绵羊是因为羊Sheep和睡觉Sleep音似,属于潜意识暗示.中国人只会越数越乱,我们应该数:水饺,水饺,水饺…我又困又饿,还在彩排[抓狂]"
1,回复@李泽清:[害羞][可爱] //@李泽清:张总这是你的开门大吉的作品么？恭喜恭喜！哈哈[哈哈]//@张帆DORA: 回复@由立平:张导作品一直很好！[鲜花][鲜花] //@由立平:张晓光导演，这几年作品很火！ //@张帆DORA:回复@由立平:张导作品一直很好！[鲜花][鲜花] //@由立平:张晓光导演，这几年作品很火！
0,夜深人静时，总是想起那些年里我爱过的他们[泪]
0,"请参见亦舒""她比烟花寂寞"" //@dodolphin:那是艺人的衣帽间啦//@伊可_风:我喜欢这个衣帽间，啥时候能买得起啊[泪] // @就爱买 ：[咆哮]"
1,谢谢！好书吧蓬荜生辉！[鼓掌][鼓掌][鼓掌]
0,盼不成了～平了～[泪]机会都没给他//@GR-明珠: @捕快二宝 说如果今天国足赢了，他就吃一斤翔，翘首企盼呢[噢耶]
0,STAY的Sunday brunch失望啊[泪] 海鲜套的头盘生冷得丝毫不惊艳，三文鱼生蚝尔，尤其是所谓龙虾肉居然是麻小，好失落[晕]；肉套的火腿冷盘和塔塔牛肉倒是有点意思，可惜主菜的烤鸡肉干如粗柴，大大扣分；最好吃的反而是菜单上毫不起眼的蔬菜餐，无论是荤素配比还是温度，都不至于太难为我脆弱的小胃
0,史上最长购物小票出炉！！有160厘米！！[嘻嘻]这些东西害我们装满四个购物车才装完！！[晕]
0,湖南岳阳残联需要改进，我儿子自闭症 属于精神残疾，从去年九月到现在都不办残疾证，没有任何补贴[衰]@义潮妈妈 @岳阳市政府门户网站
0,捞回来的草鱼个头比自家的神仙鱼大[衰]我好担心神仙鱼被攻击阿！[抓狂]这么大个头的神仙鱼老贵了！[衰] 话说和平共处了一段时间，神仙鱼和虎皮又开战了，虎皮死了一半[汗] @米兰魔术师
0,回复@我们都是有病的人:周笔畅和张杰的歌实在听不下去！[晕][晕] //@我们都是有病的人:如果论歌手实力，演唱艺术，依次是：韩磊、邓紫棋、茜拉、张宇、张杰等！[偷笑]
0,下手够狠的，幸好乘客都是自己走下飞机的。//@MakyeAme79: RIMOWA那么硬的箱子能摔成这样!!!民航的行李员都TMD变态啊!!![怒]//@o瑞o: 看来”泥摸娃”果然是招恨的~@MakyeAme79 //@Daniel犀利哥:转给所有还想买Rimowa装逼的盆友们。
1,[嘻嘻]医院是修行的好场所。能自由吃喝拉撒睡的人就是最被羡慕的，一切行动都非常慢，时间停了下来。细心照顾病人的人都在修菩提乘。
1,看到这图真是笑喷，于大妈你就从了任盈盈吧[哈哈]
0,[赞] //@王宜微博:是一定的！[给力] //@陈倩冰: 这个也必须要参与@边疆边吃边说 @予馨北京 @胡滨微博 @王宜微博 @食全食美老倪 //@京城豆腐白: 回复@陈倩冰:晋阳双来灯市口店最近推出随园菜那天尝尝[馋嘴] //@陈倩冰:和您相识那么久都没尝过您的手艺，只看到您的大片[失望]
0,上午去慈铭女子分院体检去了，环境温馨服务也特好?基本检查都没啥问题，剪了头发用发根做了一个亚健康/疲劳监测，结果问题大了，睡眠不佳，免疫功能差，椎体疾患趋势，心血管欠佳，肝功能减弱，肺热，脾胃弱，脂代谢紊乱趋势，钙代谢失衡以及各种营养元素不是正常值等..平日里天天作，以后注意吧[泪]
1,沉痛悼念谭厨的川北凉粉，估计是被我们每次一人一盘凉粉抱着吃的阵势给吓怕啦[嘻嘻]
0,小学时，摩天轮上发生过火灾，于是，不让去了....[泪] 最后一次去是在大三....依旧很欢快....[泪] //@世界与裤子：[泪] [泪] [泪] [泪] [泪]
0,回复@Daniel风的来世:那叫一扇儿，纯排[嘻嘻] //@Daniel风的来世:看着都吓人，跟山一样[晕] //@乐儿餐厅:回复@开开心心--拍照片:不吃不知道，一吃就知道 //@开开心心--拍照片:这得多大一块儿。。。 //@乐儿餐厅: //@Mr_NewBand: //@乐儿餐厅: 回复@纯棉纯色紧身秋衣男:好，那我先承让了
1,//@雷锋网: 连续58年不中500万大奖的概率≈99.95%。我一定要试试。[哈哈]
1,[哈哈]这狗狗可以去跳国标舞了！！ //@M78星云澳洲联络处茶水部小许:哈哈哈哈哈
0,[嘻嘻]//@创意家居: 是这样的[泪]
1,给我留一点[可爱]
0,芮先森的口吻做主持人可惜了，去外交部做住持吧 //@WildDonkey:人家骆家辉怎么演戏是人家的事，人家是美国人，你管不着。咱们中国的官员从上到下从里到外，连演戏都懒得演，你敢说半个字么？你个跳梁小丑！[怒]
0,[衰]//@我是乖兰兰: 房事龙[嘻嘻]
